date_time,Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft),Verified (m),diked_model_m,volume_m3,Qtotal_m3s
2022-07-06 02:42:00,2022/07/06,02:42,1.55,-,1.88,0.573024,0.15975744297179728,222756.16119787947,0.5826714059474231
2022-07-06 02:48:00,2022/07/06,02:48,1.554,-,1.89,0.576072,0.15913198486687558,222546.39949173838,0.5823454835546669
2022-07-06 02:54:00,2022/07/06,02:54,1.572,-,1.93,0.588264,0.1585068766174643,222336.7551176587,0.5812194026947887
2022-07-06 03:00:00,2022/07/06,03:00,1.602,-,1.99,0.606552,0.1578829771392291,222127.5161326886,0.5795880839735235
2022-07-06 03:06:00,2022/07/06,03:06,1.646,-,2.06,0.627888,0.15726082877063388,221918.8644224581,0.57773655678943
2022-07-06 03:12:00,2022/07/06,03:12,1.702,-,2.15,0.65532,0.1566406678904789,221710.8792620139,0.5754329286794123
2022-07-06 03:18:00,2022/07/06,03:18,1.771,-,2.25,0.6858000000000001,0.1560229797983438,221503.72340768934,0.572953703629505
2022-07-06 03:24:00,2022/07/06,03:24,1.851,-,2.37,0.722376,0.1554079529855946,221297.46007438272,0.570082401416157
2022-07-06 03:30:00,2022/07/06,03:30,1.944,-,2.49,0.7589520000000001,0.15479600832038629,221092.2304098729,0.5673040535759016
2022-07-06 03:36:00,2022/07/06,03:36,2.048,-,2.59,0.789432,0.1541870460225247,220888.00095058556,-8.543443683812367
2022-07-06 03:42:00,2022/07/06,03:42,2.162,-,2.68,0.816864,0.16335785145666756,223963.64067675802,-8.612474288994356
2022-07-06 03:48:00,2022/07/06,03:48,2.287,-,2.77,0.844296,0.17260275654810953,227064.13142079598,-8.681072701899218
2022-07-06 03:54:00,2022/07/06,03:54,2.421,-,2.93,0.8930640000000001,0.18192129736785084,230189.3175934797,-8.79438463914623
2022-07-06 04:00:00,2022/07/06,04:00,2.563,-,3.04,0.9265920000000001,0.1913614708416268,233355.29606357234,-8.874639697731983
2022-07-06 04:06:00,2022/07/06,04:06,2.713,-,3.18,0.9692640000000001,0.20088779265963436,236550.16635475587,-8.973271133006559
2022-07-06 04:12:00,2022/07/06,04:12,2.87,-,3.36,1.024128,0.21051998861178142,239780.54396263824,-9.095976732662976
2022-07-06 04:18:00,2022/07/06,04:18,3.033,-,3.5,1.0668,0.22003831439855426,243055.09558639693,-9.192383774551512
2022-07-06 04:24:00,2022/07/06,04:24,3.201,-,3.63,1.106424,0.2296415295795502,246364.35374523548,-9.281824942062421
2022-07-06 04:30:00,2022/07/06,04:30,3.373,-,3.74,1.139952,0.2393381832851674,249705.81072437795,-9.358426596860248
2022-07-06 04:36:00,2022/07/06,04:36,3.549,-,3.9,1.18872,0.249114862171661,253074.84429924763,-9.464603147413165
2022-07-06 04:42:00,2022/07/06,04:42,3.728,-,4.06,1.237488,0.25900246291337115,256482.10143231638,-9.569784119816283
2022-07-06 04:48:00,2022/07/06,04:48,3.909,-,4.18,1.274064,0.26899994543718553,259927.22371545024,-9.650432200889572
2022-07-06 04:54:00,2022/07/06,04:54,4.092,-,4.38,1.335024,0.2789135134486916,263401.37930777046,-9.777093637564775
2022-07-06 05:00:00,2022/07/06,05:00,4.276,-,4.56,1.389888,0.28885725957746283,266921.13301729376,-9.890742107967014
2022-07-06 05:06:00,2022/07/06,05:06,4.46,-,4.75,1.4478,0.29891659133725035,270481.80017616187,-10.008987359954428
2022-07-06 05:12:00,2022/07/06,05:12,4.645,-,4.92,1.499616,0.309096183862689,274085.0356257455,-10.114763374342605
