date_time,Date,Time (GMT),Predicted (ft),Preliminary (ft),Verified (ft),Verified (m),diked_model_m,volume_m3,Qtotal_m3s
2022-07-08 18:30:00,2022/07/08,18:30,2.878,-,3.0,0.9144000000000001,0.9945466965454689,609872.6612761945,0.9061188157222201
2022-07-08 18:36:00,2022/07/08,18:36,3.074,-,3.18,0.9692640000000001,0.9939769075750552,609546.4585025345,0.7949625027352984
2022-07-08 18:42:00,2022/07/08,18:42,3.274,-,3.37,1.027176,0.9934770163266982,609260.2720015498,-0.5402152898483621
2022-07-08 18:48:00,2022/07/08,18:48,3.478,-,3.56,1.085088,0.9938167164945608,609454.7495058952,-1.312755635052719
2022-07-08 18:54:00,2022/07/08,18:54,3.685,-,3.72,1.1338560000000002,0.9946422083271144,609927.3415345142,-1.775492175448392
2022-07-08 19:00:00,2022/07/08,19:00,3.893,-,3.91,1.1917680000000002,0.9957586798549902,610566.5187176756,-2.2291925122163785
2022-07-08 19:06:00,2022/07/08,19:06,4.103,-,4.1,1.24968,0.9971604488993484,611369.0280220734,-2.61881619946686
2022-07-08 19:12:00,2022/07/08,19:12,4.313,-,4.28,1.3045440000000001,0.9988072225454822,612311.8018538816,-2.947423338406418
2022-07-08 19:18:00,2022/07/08,19:18,4.524,-,4.46,1.359408,1.0006606321427938,613372.8742557078,-3.247348728404209
2022-07-08 19:24:00,2022/07/08,19:24,4.735,-,4.63,1.411224,1.0027026419282954,614541.9197979333,-3.509350423594002
2022-07-08 19:30:00,2022/07/08,19:30,4.946,-,4.86,1.4813280000000002,1.0049094045845672,615805.2859504272,-3.8422107669131664
2022-07-08 19:36:00,2022/07/08,19:36,5.156,-,5.06,1.5422879999999999,1.0073254777076568,617188.4818265159,0.5725474459914508
2022-07-08 19:42:00,2022/07/08,19:42,5.366,-,5.28,1.609344,1.0069654463143074,616982.3647459589,0.5674348680579772
2022-07-08 19:48:00,2022/07/08,19:48,5.574,-,5.47,1.667256,1.0066086298310408,616778.088193458,0.5632423317798297
2022-07-08 19:54:00,2022/07/08,19:54,5.781,-,5.71,1.7404080000000002,1.0062544497138755,616575.3209540173,0.5582090667447279
2022-07-08 20:00:00,2022/07/08,20:00,5.988,-,5.89,1.795272,1.005903434632964,616374.3656899893,0.5545921769020868
2022-07-08 20:06:00,2022/07/08,20:06,6.193,-,6.09,1.856232,1.0055546939380424,616174.7125063045,0.5507213706857232
2022-07-08 20:12:00,2022/07/08,20:12,6.396,-,6.29,1.917192,1.0052083872977395,615976.4528128576,0.5469878583147159
2022-07-08 20:18:00,2022/07/08,20:18,6.598,-,6.43,1.959864,1.0048644283784343,615779.5371838643,0.5444426732891942
2022-07-08 20:24:00,2022/07/08,20:24,6.798,-,6.61,2.0147280000000003,1.0045220699317492,615583.5378214802,0.5412587756407581
2022-07-08 20:30:00,2022/07/08,20:30,6.997,-,6.83,2.0817840000000003,1.0041817135953077,615388.6846622495,-11.710099007350326
2022-07-08 20:36:00,2022/07/08,20:36,7.193,-,7.05,2.14884,1.0115453011746296,619604.3203048956,-11.823593711758846
2022-07-08 20:42:00,2022/07/08,20:42,7.387,-,7.24,2.2067520000000003,1.0188886226933402,623860.8140411288,-11.921557950259096
2022-07-08 20:48:00,2022/07/08,20:48,7.579,-,7.48,2.279904,1.0262850295126682,628152.5749032222,-12.042765013232803
2022-07-08 20:54:00,2022/07/08,20:54,7.767,-,7.69,2.3439120000000004,1.0337566359620165,632487.9703079859,-12.148648841901846
2022-07-08 21:00:00,2022/07/08,21:00,7.952,-,7.89,2.404872,1.041293935156868,636861.4838910706,-12.249004508566284
2022-07-08 21:06:00,2022/07/08,21:06,8.133,-,8.06,2.456688,1.0488934972992612,641271.1255141544,-12.33460145035939
2022-07-08 21:12:00,2022/07/08,21:12,8.31,-,8.2,2.49936,1.0565461657392234,645711.5820362838,-12.405722917341325
2022-07-08 21:18:00,2022/07/08,21:18,8.482,-,8.36,2.548128,1.064242959561588,650177.6422865266,-12.485747284020558
2022-07-08 21:24:00,2022/07/08,21:24,8.648,-,8.51,2.593848,1.0719894023286531,654672.511308774,-12.560725462857814
2022-07-08 21:30:00,2022/07/08,21:30,8.808,-,8.69,2.648712,1.079698844549385,659194.3724754028,-12.64896768049838
2022-07-08 21:36:00,2022/07/08,21:36,8.961,-,8.88,2.7066240000000006,1.0874381275513725,663748.0008403822,-12.741188870244162
2022-07-08 21:42:00,2022/07/08,21:42,9.107,-,9.04,2.755392,1.0952338361767193,668334.8288336701,-12.819293480001676
2022-07-08 21:48:00,2022/07/08,21:48,9.245,-,9.15,2.78892,1.103077333182426,672949.7744864707,-12.874536629427045
2022-07-08 21:54:00,2022/07/08,21:54,9.374,-,9.29,2.8315919999999997,1.1109546307620703,677584.6076730645,-12.942997230491859
2022-07-08 22:00:00,2022/07/08,22:00,9.493,-,9.47,2.8864560000000004,1.11887381602611,682244.0866760415,-13.028925651336206
2022-07-08 22:06:00,2022/07/08,22:06,9.603,-,9.62,2.932176,1.1268455766768237,686934.4999105225,-13.101105024074513
2022-07-08 22:12:00,2022/07/08,22:12,9.703,-,9.72,2.9626560000000004,1.1348615003459464,691650.8977191893,-13.150941659727192
2022-07-08 22:18:00,2022/07/08,22:18,9.792,-,9.83,2.996184,1.142804218214707,696385.236716691,-13.204933574146445
2022-07-08 22:24:00,2022/07/08,22:24,9.869,-,9.91,3.0205680000000004,1.1507727634935616,701139.0128033838,-13.245621428330416
2022-07-08 22:30:00,2022/07/08,22:30,9.935,-,10.02,3.054096,1.158765861944649,705907.4365175827,-13.299282590434785
2022-07-08 22:36:00,2022/07/08,22:36,9.989,-,10.11,3.081528,1.1667913423382537,710695.1782501392,-13.344079147642748
2022-07-08 22:42:00,2022/07/08,22:42,10.031,-,10.17,3.099816,1.1748438553096783,715499.0467432906,-13.375760438758618
2022-07-08 22:48:00,2022/07/08,22:48,10.061,-,10.19,3.105912,1.1829154864236768,720314.3205012437,-13.39008226739206
2022-07-08 22:54:00,2022/07/08,22:54,10.078,-,10.21,3.1120080000000003,1.1909957600756556,725134.7501175049,-13.404395560594011
2022-07-08 23:00:00,2022/07/08,23:00,10.083,-,10.21,3.1120080000000003,1.1990586246187949,729960.3325193187,-13.410040987492064
2022-07-08 23:06:00,2022/07/08,23:06,10.076,-,10.23,3.118104,1.207051283253864,734787.9472748159,-13.424272720487586
2022-07-08 23:12:00,2022/07/08,23:12,10.057,-,10.19,3.105912,1.215052424292807,739620.6854541914,-13.412593203421011
2022-07-08 23:18:00,2022/07/08,23:18,10.025,-,10.17,3.099816,1.2230466041007568,744449.2190074229,-13.409545853245774
2022-07-08 23:24:00,2022/07/08,23:24,9.981,-,10.1,3.07848,1.2310389676256905,749276.6555145914,-13.384865024194596
2022-07-08 23:30:00,2022/07/08,23:30,9.926,-,10.08,3.072384,1.23901662087184,754095.2069233014,-13.381800062360764
2022-07-08 23:36:00,2022/07/08,23:36,9.86,-,10.04,3.060192,1.2469924473380645,758912.6549457513,-13.370067407189595
2022-07-08 23:42:00,2022/07/08,23:42,9.782,-,9.99,3.0449520000000003,1.2549612809018993,763725.8792123395,-13.353981502063178
2022-07-08 23:48:00,2022/07/08,23:48,9.694,-,9.89,3.0144720000000005,1.262873032116719,768533.3125530822,-13.316099097055389
2022-07-08 23:54:00,2022/07/08,23:54,9.595,-,9.81,2.9900880000000005,1.2707227376572845,773327.1082280222,-13.286792778220082
2022-07-09 00:00:00,2022/07/09,00:00,9.487,-,9.7,2.95656,1.2785551674197368,778110.3536281815,-13.244298416681609
2022-07-09 00:06:00,2022/07/09,00:06,9.369,-,9.61,2.929128,1.2863625471864826,782878.3010581869,-13.2104269386172
2022-07-09 00:12:00,2022/07/09,00:12,9.242,-,9.47,2.8864560000000004,1.2941499600599893,787634.0547560891,-13.15446645722647
2022-07-09 00:18:00,2022/07/09,00:18,9.106,-,9.35,2.84988,1.301904384796533,792369.6626806906,-13.107091568547705
2022-07-09 00:24:00,2022/07/09,00:24,8.962,-,9.18,2.798064,1.3096308825160552,797088.2156453679,-13.037353364336152
2022-07-09 00:30:00,2022/07/09,00:30,8.81,-,9.03,2.752344,1.3173162702705643,801781.6628565289,-12.976150281625657
2022-07-09 00:36:00,2022/07/09,00:36,8.651,-,8.9,2.7127200000000005,1.3249146490506065,806453.0769579142,-12.923564440595246
2022-07-09 00:42:00,2022/07/09,00:42,8.485,-,8.77,2.673096,1.3324515069688525,811105.5601565285,-12.870729390419271
2022-07-09 00:48:00,2022/07/09,00:48,8.313,-,8.63,2.6304240000000005,1.3399575521598428,815739.0227370794,-12.813151981227268
2022-07-09 00:54:00,2022/07/09,00:54,8.135,-,8.5,2.5908,1.3474300189402966,820351.7574503212,-12.759834851401415
2022-07-09 01:00:00,2022/07/09,01:00,7.951,-,8.36,2.548128,1.3548713918507929,824945.2979968258,0.5312811947102181
2022-07-09 01:06:00,2022/07/09,01:06,7.763,-,8.2,2.49936,1.3545615554354933,824754.0367667301,0.5338432826842072
2022-07-09 01:12:00,2022/07/09,01:12,7.57,-,8.04,2.450592,1.3542502248431714,824561.8531849638,0.5364601129724841
2022-07-09 01:18:00,2022/07/09,01:18,7.373,-,7.87,2.3987760000000002,1.3539373681488078,824368.7275442937,0.5393056854423709
2022-07-09 01:24:00,2022/07/09,01:24,7.172,-,7.68,2.340864,1.3536228519528801,824174.5774975345,0.5425723751948978
2022-07-09 01:30:00,2022/07/09,01:30,6.968,-,7.49,2.2829520000000003,1.3533064306651614,823979.2514424643,0.5459357175612936
2022-07-09 01:36:00,2022/07/09,01:36,6.762,-,7.29,2.221992,1.3529880479190801,823782.7145841422,0.5495915843764383
2022-07-09 01:42:00,2022/07/09,01:42,6.553,-,7.07,2.154936,1.3526675331181093,823584.8616137666,0.5537655699136119
2022-07-09 01:48:00,2022/07/09,01:48,6.342,-,6.87,2.093976,1.35234458410202,823385.5060085978,0.5577114458148829
2022-07-09 01:54:00,2022/07/09,01:54,6.13,-,6.69,2.0391120000000003,1.3520193339014424,823184.7298881045,0.5614007228995128
2022-07-09 02:00:00,2022/07/09,02:00,5.917,-,6.48,1.9751040000000002,1.351691932161532,822982.6256278607,0.5658990109703392
2022-07-09 02:06:00,2022/07/09,02:06,5.703,-,6.28,1.914144,1.3513619070774023,822778.9019839113,-4.232964370642628
2022-07-09 02:12:00,2022/07/09,02:12,5.489,-,6.05,1.8440400000000001,1.3538305178992216,824302.7691573426,-3.906853559695942
2022-07-09 02:18:00,2022/07/09,02:18,5.275,-,5.85,1.78308,1.3561089450562318,825709.2364388332,-3.602373571082939
2022-07-09 02:24:00,2022/07/09,02:24,5.061,-,5.63,1.716024,1.3582098033680774,827006.0909244231,-3.2422685232674584
2022-07-09 02:30:00,2022/07/09,02:30,4.848,-,5.43,1.655064,1.36010065300983,828173.3075927993,-2.883363005831055
2022-07-09 02:36:00,2022/07/09,02:36,4.636,-,5.2,1.5849600000000001,1.3617821935323047,829211.3182748985,-2.4226726761106483
2022-07-09 02:42:00,2022/07/09,02:42,4.426,-,5.0,1.524,1.3631950653314275,830083.4804382983,-1.9572653240827194
2022-07-09 02:48:00,2022/07/09,02:48,4.217,-,4.81,1.466088,1.3643365174999629,830788.0959549681,-1.4227250836737872
2022-07-09 02:54:00,2022/07/09,02:54,4.01,-,4.62,1.408176,1.365166232619322,831300.2769850907,-0.6954234684299001
2022-07-09 03:00:00,2022/07/09,03:00,3.805,-,4.42,1.347216,1.3655717947147223,831550.6294337255,0.7757859714889279
2022-07-09 03:06:00,2022/07/09,03:06,3.603,-,4.22,1.286256,1.3651193662327075,831271.3464839895,0.9041095925292901
2022-07-09 03:12:00,2022/07/09,03:12,3.403,-,4.03,1.228344,1.3645921010519024,830945.867030679,0.982062763513017
2022-07-09 03:18:00,2022/07/09,03:18,3.207,-,3.83,1.167384,1.3640193745762137,830592.3244358143,1.0476783100177767
2022-07-09 03:24:00,2022/07/09,03:24,3.015,-,3.65,1.11252,1.3634083819508487,830215.1602442078,1.0984026646873997
2022-07-09 03:30:00,2022/07/09,03:30,2.826,-,3.46,1.054608,1.3627678075289216,829819.7352849203,1.1462859409848942
2022-07-09 03:36:00,2022/07/09,03:36,2.642,-,3.28,0.999744,1.362099308191096,829407.0723461658,1.1876395073826371
2022-07-09 03:42:00,2022/07/09,03:42,2.462,-,3.08,0.9387840000000001,1.3614066919808867,828979.522123508,1.2301379289442165
2022-07-09 03:48:00,2022/07/09,03:48,2.288,-,2.91,0.8869680000000001,1.3606892912333675,828536.6724690881,1.263846999750228
2022-07-09 03:54:00,2022/07/09,03:54,2.12,-,2.72,0.8290560000000001,1.3599522317857744,828081.687549178,3.533602880042349
2022-07-09 04:00:00,2022/07/09,04:00,1.959,-,2.52,0.768096,1.3578914796636488,826809.5905123628,3.6890213429898244
2022-07-09 04:06:00,2022/07/09,04:06,1.804,-,2.35,0.71628,1.3557400894765765,825481.5428288864,3.81413376767973
2022-07-09 04:12:00,2022/07/09,04:12,1.657,-,2.17,0.661416,1.3535157353194611,824108.4546725217,12.667670739054884
2022-07-09 04:18:00,2022/07/09,04:18,1.519,-,2.01,0.612648,1.3461281113435648,819548.0932064619,21.17271991000989
2022-07-09 04:24:00,2022/07/09,04:24,1.389,-,1.85,0.56388,1.333780451188499,811925.9140388583,25.960419245301168
2022-07-09 04:30:00,2022/07/09,04:30,1.269,-,1.71,0.521208,1.3186237919701014,802580.1631105498,37.57201402557086
2022-07-09 04:36:00,2022/07/09,04:36,1.16,-,1.6,0.48768000000000006,1.2964754702643888,789054.2380613443,37.50348483841698
2022-07-09 04:42:00,2022/07/09,04:42,1.061,-,1.5,0.45720000000000005,1.2743675458203798,775552.9835195141,37.415491442748745
2022-07-09 04:48:00,2022/07/09,04:48,0.974,-,1.42,0.432816,1.2522419829521332,762083.4066001246,37.28814611133315
2022-07-09 04:54:00,2022/07/09,04:54,0.899,-,1.36,0.41452800000000006,1.2300174854073125,748659.6740000446,16.243672237828882
2022-07-09 05:00:00,2022/07/09,05:00,0.836,-,1.32,0.402336,1.2203359246053722,742811.9519944262,37.07403781855168
2022-07-09 05:06:00,2022/07/09,05:06,0.787,-,1.3,0.39624000000000004,1.1982390399811036,729465.2983797475,36.831194358696976
2022-07-09 05:12:00,2022/07/09,05:12,0.751,-,1.3,0.39624000000000004,1.1760290045608157,716206.0684106166,36.54911852841064
2022-07-09 05:18:00,2022/07/09,05:18,0.729,-,1.32,0.402336,1.1539733611711291,703048.3857403888,36.2318082154817
2022-07-09 05:24:00,2022/07/09,05:24,0.721,-,1.32,0.402336,1.1320640447886707,690004.9347828154,30.371856113396777
2022-07-09 05:30:00,2022/07/09,05:30,0.727,-,1.35,0.41148000000000007,1.1134809955079277,679071.0665819925,29.28974216315354
2022-07-09 05:36:00,2022/07/09,05:36,0.748,-,1.39,0.423672,1.0955600386850732,668526.7594032573,27.957957680275424
2022-07-09 05:42:00,2022/07/09,05:42,0.782,-,1.44,0.438912,1.078453935474861,658461.8946383581,26.310153577589965
2022-07-09 05:48:00,2022/07/09,05:48,0.831,-,1.5,0.45720000000000005,1.0621965931735078,648990.2393504258,24.23613728652369
2022-07-09 05:54:00,2022/07/09,05:54,0.892,-,1.54,0.46939200000000003,1.047159940091071,640265.2299272772,22.48525618759303
2022-07-09 06:00:00,2022/07/09,06:00,0.967,-,1.61,0.49072800000000005,1.033209573629393,632170.5376997438,19.478475475594724
2022-07-09 06:06:00,2022/07/09,06:06,1.055,-,1.68,0.512064,1.0211246825909135,625158.2865285296,3.4738076942747944
2022-07-09 06:12:00,2022/07/09,06:12,1.155,-,1.72,0.524256,1.0189694529618525,623907.7157585907,13.177905440582098
2022-07-09 06:18:00,2022/07/09,06:18,1.266,-,1.81,0.5516880000000001,1.0107756026380708,619163.6697999812,3.331935986673301
2022-07-09 06:24:00,2022/07/09,06:24,1.388,-,1.91,0.582168,1.0086804023813383,617964.1728447787,3.2352579965144117
2022-07-09 06:30:00,2022/07/09,06:30,1.519,-,2.0,0.6096,1.0066459955343867,616799.4799660336,1.2124988196163207
2022-07-09 06:36:00,2022/07/09,06:36,1.66,-,2.12,0.6461760000000001,1.0058835475617038,616362.9803909718,1.1856941900951496
2022-07-09 06:42:00,2022/07/09,06:42,1.809,-,2.24,0.6827520000000001,1.0051379549748627,615936.1304825376,1.1574714341584187
2022-07-09 06:48:00,2022/07/09,06:48,1.966,-,2.38,0.725424,1.0044101095253375,615519.4407662405,1.1225092667314989
2022-07-09 06:54:00,2022/07/09,06:54,2.129,-,2.52,0.768096,1.0037042491146793,615115.3374302172,1.0847241392295486
2022-07-09 07:00:00,2022/07/09,07:00,2.298,-,2.64,0.804672,1.0030221488870374,614724.8367400946,1.0493817071076954
2022-07-09 07:06:00,2022/07/09,07:06,2.471,-,2.79,0.850392,1.0023622728177082,614347.0593255358,1.0003526884197669
2022-07-09 07:12:00,2022/07/09,07:12,2.649,-,2.95,0.8991600000000001,1.0017332273564559,613986.9323577046,0.9389351525740119
2022-07-09 07:18:00,2022/07/09,07:18,2.831,-,3.14,0.957072,1.0011428026962592,613648.9157027779,0.8415154499124996
2022-07-09 07:24:00,2022/07/09,07:24,3.015,-,3.32,1.011936,1.0006136378522308,613345.9701408094,-0.03730686247066595
2022-07-09 07:30:00,2022/07/09,07:30,3.202,-,3.49,1.063752,1.0006370972908691,613359.4006112989,-0.9811302473936796
2022-07-09 07:36:00,2022/07/09,07:36,3.391,-,3.68,1.121664,1.0012540552259703,613712.6075003606,-1.605312999362552
2022-07-09 07:42:00,2022/07/09,07:42,3.581,-,3.87,1.1795760000000002,1.0022635140576683,614290.5201801311,-2.088130763401274
2022-07-09 07:48:00,2022/07/09,07:48,3.772,-,4.05,1.23444,1.003576580133688,615042.2472549556,-2.475237234532984
2022-07-09 07:54:00,2022/07/09,07:54,3.964,-,4.24,1.2923520000000002,1.005133067926374,615933.3326593875,-2.836587843652312
2022-07-09 08:00:00,2022/07/09,08:00,4.156,-,4.42,1.347216,1.0069167815397313,616954.5042831023,-3.1456573489047237
2022-07-09 08:06:00,2022/07/09,08:06,4.348,-,4.59,1.399032,1.0088948453775057,618086.9409287081,-3.414543599447442
2022-07-09 08:12:00,2022/07/09,08:12,4.541,-,4.76,1.450848,1.0110419912574988,619316.1766245092,-3.665906529960787
2022-07-09 08:18:00,2022/07/09,08:18,4.734,-,4.95,1.50876,1.0133308213699401,620635.9029752951,-3.9310825036213215
2022-07-09 08:24:00,2022/07/09,08:24,4.926,-,5.12,1.5605760000000002,1.0157697547340558,622051.0926765988,0.5717816208074137
2022-07-09 08:30:00,2022/07/09,08:30,5.118,-,5.33,1.624584,1.0154150083580409,621845.2512931081,0.5669361439188632
2022-07-09 08:36:00,2022/07/09,08:36,5.31,-,5.54,1.688592,1.0150632682265497,621641.1542812973,0.5623407785294714
2022-07-09 08:42:00,2022/07/09,08:42,5.502,-,5.75,1.7526000000000002,1.0147143791646958,621438.7116010267,0.5579603977492786
2022-07-09 08:48:00,2022/07/09,08:48,5.693,-,5.93,1.807464,1.0143682077911182,621237.845857837,0.5543526522118221
2022-07-09 08:54:00,2022/07/09,08:54,5.883,-,6.15,1.8745200000000002,1.0140242747452664,621038.2789030408,0.5501145959028805
2022-07-09 09:00:00,2022/07/09,09:00,6.072,-,6.35,1.93548,1.0136829710863382,620840.2376485157,0.5464020180584581
2022-07-09 09:06:00,2022/07/09,09:06,6.26,-,6.55,1.99644,1.0133439707954932,620643.5329220147,0.5428111002929351
2022-07-09 09:12:00,2022/07/09,09:12,6.446,-,6.73,2.051304,1.0130071983920403,620448.1209259093,0.5396720995462866
2022-07-09 09:18:00,2022/07/09,09:18,6.63,-,6.9,2.10312,1.0126723734963394,620253.8389700726,-11.75120356879128
2022-07-09 09:24:00,2022/07/09,09:24,6.812,-,7.11,2.1671280000000004,1.0199630885668165,624484.2722548374,-11.859411951023372
2022-07-09 09:30:00,2022/07/09,09:30,6.991,-,7.28,2.218944,1.0273209385889155,628753.6605572059,-11.94746618805145
2022-07-09 09:36:00,2022/07/09,09:36,7.166,-,7.47,2.276856,1.0347334194706674,633054.7483849045,-12.044528612612055
2022-07-09 09:42:00,2022/07/09,09:42,7.337,-,7.65,2.3317200000000002,1.0422061200973483,637390.7786854448,-12.136149804162134
2022-07-09 09:48:00,2022/07/09,09:48,7.504,-,7.83,2.386584,1.0497356646037304,641759.7926149432,-12.227162882375854
2022-07-09 09:54:00,2022/07/09,09:54,7.666,-,7.98,2.4323040000000002,1.0573216757024118,646161.5712525985,-12.303515275864878
2022-07-09 10:00:00,2022/07/09,10:00,7.822,-,8.13,2.4780240000000004,1.0649550575697653,650590.8367519099,-12.379456246713772
2022-07-09 10:06:00,2022/07/09,10:06,7.971,-,8.3,2.5298400000000005,1.0726355549497888,655047.4410007269,-12.464262894244996
2022-07-09 10:12:00,2022/07/09,10:12,8.113,-,8.43,2.569464,1.0802770490883822,659534.5756426551,-12.530067433961442
2022-07-09 10:18:00,2022/07/09,10:18,8.248,-,8.57,2.612136,1.0879435828605355,664045.3999188812,-12.600150546322666
2022-07-09 10:24:00,2022/07/09,10:24,8.374,-,8.7,2.65176,1.0956529970521762,668581.4541155574,-12.665334057448518
2022-07-09 10:30:00,2022/07/09,10:30,8.491,-,8.81,2.6852880000000003,1.1034022938375916,673140.9743762389,-12.721143672632802
2022-07-09 10:36:00,2022/07/09,10:36,8.598,-,8.92,2.718816,1.1111857377895622,677720.5860983867,-12.776746448864454
2022-07-09 10:42:00,2022/07/09,10:42,8.696,-,9.03,2.752344,1.1190032023534773,682320.2148199779,-12.832144851707678
2022-07-09 10:48:00,2022/07/09,10:48,8.783,-,9.08,2.7675840000000003,1.1268545624832829,686939.7869665927,-12.860382313211346
2022-07-09 10:54:00,2022/07/09,10:54,8.859,-,9.17,2.795016,1.134723199730981,691569.5245993488,-12.906514720007198
2022-07-09 11:00:00,2022/07/09,11:00,8.924,-,9.22,2.8102560000000003,1.1425203160841755,696215.8698985514,-12.934558363466241
2022-07-09 11:06:00,2022/07/09,11:06,8.978,-,9.24,2.816352,1.1503257028665117,700872.3109093992,-12.94915193799558
2022-07-09 11:12:00,2022/07/09,11:12,9.021,-,9.27,2.8254960000000002,1.1581398961724676,705534.0056070776,-12.968199026277318
2022-07-09 11:18:00,2022/07/09,11:18,9.051,-,9.29,2.8315919999999997,1.165965583484399,710202.5572565375,-12.982771261826471
2022-07-09 11:24:00,2022/07/09,11:24,9.07,-,9.29,2.8315919999999997,1.1738000644428968,714876.354910795,-12.988426318210795
2022-07-09 11:30:00,2022/07/09,11:30,9.077,-,9.27,2.8254960000000002,1.1816379579572094,719552.1883853509,-12.985171401078695
2022-07-09 11:36:00,2022/07/09,11:36,9.073,-,9.23,2.8133040000000005,1.189473887284849,724226.8500897392,-12.972996242184418
2022-07-09 11:42:00,2022/07/09,11:42,9.057,-,9.19,2.801112,1.1972983713006307,728897.1287369255,-12.96080192083371
2022-07-09 11:48:00,2022/07/09,11:48,9.03,-,9.14,2.7858720000000003,1.2050232742659979,733563.0174284257,-12.944055354785448
2022-07-09 11:54:00,2022/07/09,11:54,8.992,-,9.11,2.776728,1.2127381959355688,738222.8773561484,-12.936228947791545
2022-07-09 12:00:00,2022/07/09,12:00,8.942,-,9.07,2.764536,1.2204484529065383,742879.9197773534,-12.92391878608202
2022-07-09 12:06:00,2022/07/09,12:06,8.883,-,9.02,2.749296,1.2281513727694122,747532.5305403429,-12.90711072101561
2022-07-09 12:12:00,2022/07/09,12:12,8.812,-,8.98,2.7371040000000004,1.235844274681818,752179.0903999085,-12.894761496155024
2022-07-09 12:18:00,2022/07/09,12:18,8.732,-,8.95,2.72796,1.2435298162036916,756821.2045385243,-12.886885241132944
2022-07-09 12:24:00,2022/07/09,12:24,8.643,-,8.87,2.703576,1.2512106633165199,761460.4832253321,-12.85652503560636
2022-07-09 12:30:00,2022/07/09,12:30,8.544,-,8.81,2.6852880000000003,1.258870264378362,766088.8322381504,-12.835096107685857
2022-07-09 12:36:00,2022/07/09,12:36,8.437,-,8.71,2.6548080000000005,1.266436423528715,770709.4668369173,-12.795499554437214
2022-07-09 12:42:00,2022/07/09,12:42,8.321,-,8.6,2.62128,1.2739792409119968,775315.8466765147,-12.75123546938348
2022-07-09 12:48:00,2022/07/09,12:48,8.197,-,8.48,2.5847040000000003,1.2814959650654847,779906.2914454928,-12.702255425837677
2022-07-09 12:54:00,2022/07/09,12:54,8.065,-,8.4,2.5603200000000004,1.2889838159794154,784479.1033987943,-12.67133205050305
2022-07-09 13:00:00,2022/07/09,13:00,7.926,-,8.25,2.5146,1.2964534378768051,789040.7829369754,-12.608280075235346
2022-07-09 13:06:00,2022/07/09,13:06,7.781,-,8.12,2.474976,1.3038858912734206,793579.7637640601,0.5324466012033763
2022-07-09 13:12:00,2022/07/09,13:12,7.629,-,8.0,2.4384,1.3035720193950981,793388.0829876269,0.5343771283175409
2022-07-09 13:18:00,2022/07/09,13:18,7.471,-,7.87,2.3987760000000002,1.303257009490596,793195.7072214326,0.5365050403258327
2022-07-09 13:24:00,2022/07/09,13:24,7.308,-,7.74,2.3591520000000004,1.3029407452035182,793002.5654069153,0.5386714139701292
2022-07-09 13:30:00,2022/07/09,13:30,7.139,-,7.59,2.313432,1.30262320386112,792808.643697886,0.5412244935549383
2022-07-09 13:36:00,2022/07/09,13:36,6.966,-,7.45,2.27076,1.3023041575041665,792613.8028802063,0.5436583096632404
2022-07-09 13:42:00,2022/07/09,13:42,6.789,-,7.28,2.218944,1.3019836764372688,792418.0858887275,0.5466903673742604
2022-07-09 13:48:00,2022/07/09,13:48,6.608,-,7.07,2.154936,1.301661408003062,792221.2773564727,0.5505605202083794
2022-07-09 13:54:00,2022/07/09,13:54,6.424,-,6.9,2.10312,1.3013368581529596,792023.0755691977,0.5537965480052636
2022-07-09 14:00:00,2022/07/09,14:00,6.237,-,6.71,2.045208,1.3010104006972483,791823.7088119157,0.5575412556080432
2022-07-09 14:06:00,2022/07/09,14:06,6.048,-,6.54,1.993392,1.300681735774335,791622.9939598968,0.5610141119363076
2022-07-09 14:12:00,2022/07/09,14:12,5.856,-,6.32,1.9263360000000003,1.3003510236377922,791421.0288795998,0.5657129284976372
2022-07-09 14:18:00,2022/07/09,14:18,5.663,-,6.13,1.868424,1.3000175415964803,791217.3722253406,-4.257334281968737
2022-07-09 14:24:00,2022/07/09,14:24,5.469,-,5.92,1.804416,1.3025271970336796,792750.0125668494,-3.9608909463558257
2022-07-09 14:30:00,2022/07/09,14:30,5.274,-,5.74,1.7495520000000002,1.3048621021271738,794175.9333075375,-3.689837820045798
2022-07-09 14:36:00,2022/07/09,14:36,5.078,-,5.48,1.6703040000000002,1.307037224148172,795504.2749227539,-3.2718595233774597
2022-07-09 14:42:00,2022/07/09,14:42,4.882,-,5.27,1.606296,1.3089659521969357,796682.1443511698,-2.8975347190483403
2022-07-09 14:48:00,2022/07/09,14:48,4.687,-,5.05,1.53924,1.310674019565038,797725.2568500272,-2.4596171777023232
2022-07-09 14:54:00,2022/07/09,14:54,4.492,-,4.86,1.4813280000000002,1.31212393897813,798610.7190340001,-2.0246487320957636
2022-07-09 15:00:00,2022/07/09,15:00,4.299,-,4.64,1.414272,1.3133174488982797,799339.5925775545,-1.4145679982131045
2022-07-09 15:06:00,2022/07/09,15:06,4.106,-,4.45,1.3563600000000002,1.314151322405239,799848.8370569112,-0.6827771019687694
2022-07-09 15:12:00,2022/07/09,15:12,3.915,-,4.27,1.301496,1.3145538125910834,800094.63681362,0.7570571292133701
2022-07-09 15:18:00,2022/07/09,15:18,3.726,-,4.08,1.243584,1.3141075350815519,799822.0962471032,0.8906333478187609
2022-07-09 15:24:00,2022/07/09,15:24,3.539,-,3.9,1.18872,1.3135825157441297,799501.4682418884,0.9681489913814225
