Datetime,Left_Discharge_m3/s,Middle_Discharge_m3/s,Right_Discharge_m3/s,Total_Discharge_m3/s
7/22/2022 7:15,1.060342659,1.122398258,1.053137609,3.235878526
7/22/2022 7:30,0,-3.785635463,0,-3.785635463
7/22/2022 7:45,0,-1.941891244,0,-1.941891244
7/22/2022 8:00,0,-2.579553226,0,-2.579553226
7/22/2022 8:15,0,-3.239337,0,-3.239337
7/22/2022 8:30,0,-4.118792643,0,-4.118792643
7/22/2022 8:45,0,-4.954054789,0,-4.954054789
7/22/2022 9:00,0,-5.878855698,0,-5.878855698
7/22/2022 9:15,0,-6.618787717,0,-6.618787717
7/22/2022 9:30,0,-7.606239009,0,-7.606239009
7/22/2022 9:45,0,-8.227088219,0,-8.227088219
7/22/2022 10:00,0,-8.456445665,0,-8.456445665
7/22/2022 10:15,0,-8.621435753,0,-8.621435753
7/22/2022 10:30,0,-9.004131417,0,-9.004131417
7/22/2022 10:45,0,-9.15286122,0,-9.15286122
7/22/2022 11:00,0,-9.270322858,0,-9.270322858
7/22/2022 11:15,0,-9.167610727,0,-9.167610727
7/22/2022 11:30,0,-9.077411152,0,-9.077411152
7/22/2022 11:45,0,-9.004965496,0,-9.004965496
7/22/2022 12:00,0,-8.827509213,0,-8.827509213
7/22/2022 12:15,0,-8.583613498,0,-8.583613498
7/22/2022 12:30,0,-8.332225181,0,-8.332225181
7/22/2022 12:45,0,-8.263263461,0,-8.263263461
7/22/2022 13:00,0,-7.827339143,0,-7.827339143
7/22/2022 13:15,0,-7.159881302,0,-7.159881302
7/22/2022 13:30,0,-6.234621408,0,-6.234621408
7/22/2022 13:45,0,-4.962324934,0,-4.962324934
7/22/2022 14:00,0,-3.272448131,0,-3.272448131
7/22/2022 14:15,0,-0.786085988,0,-0.786085988
7/22/2022 14:30,4.996197547,4.263287745,4.962986282,14.22247157
7/22/2022 14:45,5.083023009,4.194040854,5.053837401,14.33090126
7/22/2022 15:00,5.184473577,3.943777745,5.150577806,14.27882913
7/22/2022 15:15,4.881071215,3.71413865,4.849166574,13.44437644
7/22/2022 15:30,4.593459593,3.495009896,4.562666793,12.65113628
7/22/2022 15:45,4.319179359,3.284207998,4.289079206,11.89246656
7/22/2022 16:00,4.040641979,3.066336531,4.012426223,11.11940473
7/22/2022 16:15,3.781262448,2.864245652,3.754394917,10.39990302
7/22/2022 16:30,3.524662026,2.662387504,3.499558881,9.686608411
7/22/2022 16:45,3.280568486,2.47012558,3.25752086,9.008214925
7/22/2022 17:00,3.055877003,2.294308157,3.034926721,8.385111881
7/22/2022 17:15,2.837873322,2.121634813,2.818852101,7.778360235
7/22/2022 17:30,2.636429009,1.963395305,2.619285648,7.219109962
7/22/2022 17:45,2.443287033,2.432565151,2.425363456,7.301215641
7/22/2022 18:00,2.233062114,2.222587904,2.217488705,6.673138723
7/22/2022 18:15,2.044026598,2.035407922,2.030670848,6.110105367
7/22/2022 18:30,1.865318958,1.860259975,1.854414259,5.579993192
7/22/2022 18:45,1.698544514,1.698237322,1.689939281,5.086721117
7/22/2022 19:00,1.094118395,1.147586531,1.088293005,3.329997931
7/22/2022 19:15,1.513420096,2.488061227,1.44176267,5.443243993
7/22/2022 19:30,0,-1.610651573,0,-1.610651573
7/22/2022 19:45,0,-2.263081713,0,-2.263081713
7/22/2022 20:00,0,-2.927711795,0,-2.927711795
7/22/2022 20:15,0,-3.701333511,0,-3.701333511
7/22/2022 20:30,0,-4.384229339,0,-4.384229339
7/22/2022 20:45,0,-5.11446123,0,-5.11446123
7/22/2022 21:00,0,-5.967173634,0,-5.967173634
7/22/2022 21:15,0,-6.869867052,0,-6.869867052
7/22/2022 21:30,0,-7.970379642,0,-7.970379642
7/22/2022 21:45,0,-8.381831182,0,-8.381831182
7/22/2022 22:00,0,-8.745094375,0,-8.745094375
7/22/2022 22:15,0,-9.195996944,0,-9.195996944
7/22/2022 22:30,0,-9.364607151,0,-9.364607151
7/22/2022 22:45,0,-9.626653397,0,-9.626653397
7/22/2022 23:00,0,-9.709234559,0,-9.709234559
7/22/2022 23:15,0,-9.92819088,0,-9.92819088
7/22/2022 23:30,0,-9.858335905,0,-9.858335905
7/22/2022 23:45,0,-9.945241232,0,-9.945241232
