time,V_ai0,V_ai1,V_ai2
0,0.146088311392656,0.119326958742111,1.37452264874847
0.03,0.161361385282003,0.114235821413697,1.34906499220887
0.06,0.15372484833733,0.114235821413697,1.33124463263115
0.09,0.179179971486242,0.116781390077904,1.34142769524699
0.12,0.303910074915915,0.116781390077904,1.36179382047867
0.15,0.296273537971242,0.11169025274949,1.31342427305342
0.18,0.232635730098959,0.114235821413697,1.3210615700153
0.21,0.298819050286134,0.114235821413697,1.28796661651382
0.24,0.303910074915915,0.11169025274949,1.35161075786283
0.27,0.224999193154286,0.119326958742111,1.28542085085986
0.3,0.288637001026569,0.116781390077904,1.3210615700153
0.33,0.301364562601023,0.126963664734728,1.31851580436135
0.36,0.227544705469178,0.109144684085283,1.28542085085986
0.39,0.314092124175481,0.11169025274949,1.31087850739947
0.42,0.296273537971242,0.116781390077904,1.25741742866629
0.45,0.306455587230808,0.114235821413697,1.25487166301233
0.48,0.306455587230808,0.124418096070524,1.25232589735837
0.51,0.301364562601023,0.114235821413697,1.2370513034346
0.54,0.161361385282003,0.121872527406317,1.26760049128213
0.57,0.296273537971242,0.11169025274949,1.24468860039649
0.6,0.224999193154286,0.129509233398934,1.2243224751648
0.63,0.235181242413852,0.109144684085283,1.2956039134757
0.66,0.291182513341461,0.114235821413697,1.23195977212669
0.69,0.219908168524505,0.124418096070524,1.22177670951084
0.72,0.235181242413852,0.10659911542108,1.26505472562818
0.75,0.296273537971242,0.114235821413697,1.23450553778065
0.78,0.311546611860589,0.114235821413697,1.25741742866629
0.81,0.298819050286134,0.114235821413697,1.21668517820292
0.84,0.237726754728744,0.116781390077904,1.22686824081877
0.87,0.296273537971242,0.124418096070524,1.21413941254896
0.9,0.237726754728744,0.109144684085283,1.24214283474253
0.93,0.29372802565635,0.119326958742111,1.20904788124104
0.96,0.301364562601023,0.10659911542108,1.18359022470144
0.99,0.161361385282003,0.116781390077904,1.18359022470144
1.02,0.163906897596895,0.119326958742111,1.16831563077768
1.05,0.168997922226676,0.10659911542108,1.18868175600936
