Time stamp;PV [in H2O] ;State PV;SV [C] ;State SV;TV;State TV;QV;State QV;Current [mA] ;State Current
14.11.2025 11:41:13;0,0238170213997364;0;21,1109619140625;0;9,52681075432338E-05;0;;-1;4,00152397155762;0
14.11.2025 11:41:16;0,0258504804223776;0;21,1111450195313;0;0,00010340192966396;0;;-1;4,00165462493896;0
14.11.2025 11:41:18;0,0270843952894211;0;21,1107788085938;0;0,000108337582787499;0;;-1;4,00173377990723;0
14.11.2025 11:41:21;0,0284676589071751;0;21,1104125976563;0;0,000113870650238823;0;;-1;4,00182199478149;0
14.11.2025 11:41:23;0,0267552454024553;0;21,1102294921875;0;0,000107020998257212;0;;-1;4,00171184539795;0
14.11.2025 11:41:26;0,0256103221327066;0;21,1106262207031;0;0,00010244131408399;0;;-1;4,00163841247559;0
14.11.2025 11:41:28;0,0642262920737267;0;21,1106262207031;0;0,000256905244896188;0;;-1;4,00411081314087;0
14.11.2025 11:41:31;1,11395275592804;0;21,1104125976563;0;0,00445581041276455;0;;-1;4,07129287719727;0
14.11.2025 11:41:33;4,62469625473022;0;21,1106262207031;0;0,0184987895190716;0;;-1;4,3024787902832;0
14.11.2025 11:41:36;12,9781970977783;0;21,1106262207031;0;0,0519127957522869;0;;-1;4,83060455322266;0
14.11.2025 11:41:38;20,8617172241211;0;21,1106262207031;0;0,0834468677639961;0;;-1;5,33514976501465;0
14.11.2025 11:41:41;33,6146621704102;0;21,1100463867188;0;0,13445870578289;0;;-1;6,15133905410767;0
14.11.2025 11:41:43;45,0987739562988;0;21,1100463867188;0;0,180395126342773;0;;-1;6,88632202148438;0
14.11.2025 11:41:45;58,1452941894531;0;21,1100463867188;0;0,231608420610428;0;;-1;7,72129917144775;0
14.11.2025 11:41:48;75,8609237670898;0;21,1102294921875;0;0,30344370007515;0;;-1;8,85509967803955;0
14.11.2025 11:41:50;83,8595275878906;0;21,1102294921875;0;0,335438191890717;0;;-1;9,36701011657715;0
14.11.2025 11:41:52;92,5829925537109;0;21,1100463867188;0;0,370331943035126;0;;-1;9,92531204223633;0
