Time stamp;PV [in H2O] ;State PV;SV [C] ;State SV;TV;State TV;QV;State QV;Current [mA] ;State Current
20.11.2025 21:00:29;73,539176940918;0;20,6014099121094;0;0,29415687918663;0;;-1;8,70651054382324;0
20.11.2025 21:00:55;73,2896118164063;0;20,6036376953125;0;0,293158501386642;0;;-1;8,69053649902344;0
20.11.2025 21:01:00;72,1221542358398;0;20,60400390625;0;0,28848871588707;0;;-1;8,61581802368164;0
20.11.2025 21:01:03;73,1549530029297;0;20,6044006347656;0;0,292619854211807;0;;-1;8,68191719055176;0
20.11.2025 21:01:08;72,790168762207;0;20,6044006347656;0;0,291160672903061;0;;-1;8,65857028961182;0
20.11.2025 21:01:12;74,2808685302734;0;20,6048278808594;0;0,297123432159424;0;;-1;8,7466516494751;0
20.11.2025 21:01:16;74,3790054321289;0;20,6051635742188;0;0,297515988349915;0;;-1;8,76025581359863;0
20.11.2025 21:01:21;70,4812698364258;0;20,6053466796875;0;0,281925141811371;0;;-1;8,51080226898193;0
20.11.2025 21:01:24;64,8877716064453;0;20,605712890625;0;0,259551197290421;0;;-1;8,15281867980957;0
20.11.2025 21:01:29;69,9349060058594;0;20,6065368652344;0;0,279739618301392;0;;-1;8,47583389282227;0
20.11.2025 21:01:33;73,1834106445313;0;20,606689453125;0;0,292717903852463;0;;-1;8,68373966217041;0
20.11.2025 21:01:37;72,6492156982422;0;20,606689453125;0;0,290596902370453;0;;-1;8,64955043792725;0
20.11.2025 21:01:42;74,5240020751953;0;20,6068420410156;0;0,298096001148224;0;;-1;8,76953411102295;0
20.11.2025 21:01:46;74,075569152832;0;20,6072692871094;0;0,296302318572998;0;;-1;8,74083614349365;0
20.11.2025 21:01:50;74,0438995361328;0;20,607421875;0;0,296175628900528;0;;-1;8,74070835113525;0
20.11.2025 21:01:54;74,2060165405273;0;20,6080322265625;0;0,296824067831039;0;;-1;8,73306846618652;0
20.11.2025 21:01:58;74,5988616943359;0;20,6082153320313;0;0,298395484685898;0;;-1;8,77432727813721;0
20.11.2025 21:02:03;73,6470565795898;0;20,6083984375;0;0,294588267803192;0;;-1;8,71341228485107;0
20.11.2025 21:02:06;74,2123260498047;0;20,6085510253906;0;0,296849340200424;0;;-1;8,74959087371826;0
20.11.2025 21:02:11;71,875617980957;0;20,6082153320313;0;0,287502527236938;0;;-1;8,60004043579102;0
20.11.2025 21:02:15;74,5403594970703;0;20,6085510253906;0;0,298161536455154;0;;-1;8,77065563201904;0
20.11.2025 21:02:19;73,7211227416992;0;20,609375;0;0,294884562492371;0;;-1;8,71815395355225;0
20.11.2025 21:02:24;73,7975845336914;0;20,6098937988281;0;0,295190364122391;0;;-1;8,72304534912109;0
20.11.2025 21:02:27;73,9302215576172;0;20,6095275878906;0;0,295720934867859;0;;-1;8,73153591156006;0
20.11.2025 21:02:32;73,9477157592773;0;20,6098937988281;0;0,295791029930115;0;;-1;8,73265552520752;0
20.11.2025 21:02:36;74,3279266357422;0;20,6102600097656;0;0,297311753034592;0;;-1;8,75698757171631;0
20.11.2025 21:02:40;73,3796157836914;0;20,6106567382813;0;0,293518483638763;0;;-1;8,69629669189453;0
20.11.2025 21:02:45;74,1668930053711;0;20,6108703613281;0;0,296667665243149;0;;-1;8,74668407440186;0
20.11.2025 21:02:48;74,1380844116211;0;20,6114501953125;0;0,296552330255508;0;;-1;8,74483680725098;0
20.11.2025 21:02:52;74,6779479980469;0;20,6114501953125;0;0,298711836338043;0;;-1;8,78526020050049;0
20.11.2025 21:02:56;73,8273544311523;0;20,6114501953125;0;0,295309484004974;0;;-1;8,72495079040527;0
20.11.2025 21:03:00;72,7224655151367;0;20,6119689941406;0;0,290890038013458;0;;-1;8,65424060821533;0
20.11.2025 21:03:04;72,7138824462891;0;20,6119689941406;0;0,2908556163311;0;;-1;8,64932441711426;0
20.11.2025 21:03:08;73,5229415893555;0;20,61181640625;0;0,294091820716858;0;;-1;8,70128917694092;0
20.11.2025 21:03:13;73,7979888916016;0;20,6119689941406;0;0,294786423444748;0;;-1;8,72307300567627;0
20.11.2025 21:03:16;72,8196334838867;0;20,6122131347656;0;0,291278541088104;0;;-1;8,66045665740967;0
20.11.2025 21:03:20;74,3540878295898;0;20,6125793457031;0;0,297416418790817;0;;-1;8,75866317749023;0
20.11.2025 21:03:24;73,1798324584961;0;20,6130981445313;0;0,292719423770905;0;;-1;8,68351078033447;0
20.11.2025 21:03:29;73,4678344726563;0;20,6134948730469;0;0,293871462345123;0;;-1;8,70194339752197;0
20.11.2025 21:03:32;74,1380844116211;0;20,6137084960938;0;0,296552330255508;0;;-1;8,74483680725098;0
20.11.2025 21:03:36;73,6379089355469;0;20,6140747070313;0;0,294551759958267;0;;-1;8,71282768249512;0
20.11.2025 21:03:40;73,8898696899414;0;20,6140747070313;0;0,29555955529213;0;;-1;8,73298263549805;0
20.11.2025 21:03:44;73,0241317749023;0;20,6144409179688;0;0,292096585035324;0;;-1;8,67354488372803;0
20.11.2025 21:03:48;73,208740234375;0;20,6148071289063;0;0,292835056781769;0;;-1;8,68616390228271;0
20.11.2025 21:03:52;73,4902572631836;0;20,6148071289063;0;0,293960988521576;0;;-1;8,70337581634521;0
20.11.2025 21:03:57;73,0953521728516;0;20,6150512695313;0;0,292381435632706;0;;-1;8,67810249328613;0
20.11.2025 21:04:00;72,4165115356445;0;20,6152038574219;0;0,289666205644608;0;;-1;8,63465976715088;0
20.11.2025 21:04:05;74,8427810668945;0;20,6154174804688;0;0,299371212720871;0;;-1;8,78994083404541;0
20.11.2025 21:04:09;73,1616973876953;0;20,6156005859375;0;0,292646914720535;0;;-1;8,68235111236572;0
20.11.2025 21:04:13;74,2056274414063;0;20,6159973144531;0;0,296822607517242;0;;-1;8,74916172027588;0
20.11.2025 21:04:18;73,8019485473633;0;20,6163635253906;0;0,29520782828331;0;;-1;8,72332572937012;0
20.11.2025 21:04:21;74,4417343139648;0;20,6165466308594;0;0,297766953706741;0;;-1;8,76427173614502;0
20.11.2025 21:04:26;73,5634613037109;0;20,6165466308594;0;0,294253975152969;0;;-1;8,70806217193604;0
20.11.2025 21:04:30;73,0058670043945;0;20,6169128417969;0;0,292023509740829;0;;-1;8,6807918548584;0
20.11.2025 21:04:34;74,8205413818359;0;20,6169128417969;0;0,299282163381577;0;;-1;8,78851509094238;0
20.11.2025 21:04:39;72,4909820556641;0;20,6174926757813;0;0,289963960647583;0;;-1;8,63942241668701;0
20.11.2025 21:04:42;73,8213500976563;0;20,6172790527344;0;0,294693320989609;0;;-1;8,72456741333008;0
20.11.2025 21:04:47;73,5697937011719;0;20,6177062988281;0;0,294279247522354;0;;-1;8,70846748352051;0
20.11.2025 21:04:51;74,1222076416016;0;20,6180419921875;0;0,296488881111145;0;;-1;8,74382209777832;0
20.11.2025 21:04:55;73,6167068481445;0;20,6182556152344;0;0,294466942548752;0;;-1;8,71147155761719;0
20.11.2025 21:05:00;72,5252456665039;0;20,6188354492188;0;0,290101081132889;0;;-1;8,64161777496338;0
20.11.2025 21:05:03;74,8641738891602;0;20,6195983886719;0;0,299456745386124;0;;-1;8,79130840301514;0
20.11.2025 21:05:08;74,4536666870117;0;20,6201477050781;0;0,297814726829529;0;;-1;8,76503562927246;0
20.11.2025 21:05:12;74,5251388549805;0;20,6203308105469;0;0,298100620508194;0;;-1;8,76961040496826;0
20.11.2025 21:05:17;74,0849227905273;0;20,6206970214844;0;0,296339690685272;0;;-1;8,74143505096436;0
20.11.2025 21:05:21;72,8706130981445;0;20,6208801269531;0;0,291482418775558;0;;-1;8,66371726989746;0
20.11.2025 21:05:25;74,8641738891602;0;20,6206970214844;0;0,299456715583801;0;;-1;8,7913064956665;0
20.11.2025 21:05:30;74,3100662231445;0;20,6208801269531;0;0,297240227460861;0;;-1;8,75584316253662;0
20.11.2025 21:05:34;73,9362030029297;0;20,6208801269531;0;0,295744866132736;0;;-1;8,73191738128662;0
20.11.2025 21:05:38;73,3152008056641;0;20,62109375;0;0,293260872364044;0;;-1;8,68570995330811;0
20.11.2025 21:05:42;72,7323684692383;0;20,62109375;0;0,290929555892944;0;;-1;8,65487194061279;0
20.11.2025 21:05:45;73,0236511230469;0;20,6212768554688;0;0,292094707489014;0;;-1;8,67351531982422;0
20.11.2025 21:05:50;73,9866333007813;0;20,6224365234375;0;0,295946598052979;0;;-1;8,73514556884766;0
20.11.2025 21:05:54;74,1266860961914;0;20,622802734375;0;0,296506851911545;0;;-1;8,74410820007324;0
20.11.2025 21:05:58;74,1146621704102;0;20,622802734375;0;0,296458750963211;0;;-1;8,7356538772583;0
20.11.2025 21:06:03;72,3274993896484;0;20,6225891113281;0;0,289310067892075;0;;-1;8,62896156311035;0
20.11.2025 21:06:07;73,6537628173828;0;20,6229858398438;0;0,294615179300308;0;;-1;8,71384239196777;0
20.11.2025 21:06:11;74,6110534667969;0;20,6231689453125;0;0,298444271087646;0;;-1;8,77510738372803;0
20.11.2025 21:06:16;72,7096939086914;0;20,6235656738281;0;0,290838897228241;0;;-1;8,65342235565186;0
20.11.2025 21:06:20;72,82177734375;0;20,6241149902344;0;0,291536539793015;0;;-1;8,66059398651123;0
20.11.2025 21:06:24;73,8483505249023;0;20,6242980957031;0;0,295393526554108;0;;-1;8,72629642486572;0
20.11.2025 21:06:28;73,1347351074219;0;20,62451171875;0;0,292539060115814;0;;-1;8,68062591552734;0
20.11.2025 21:06:33;73,0133285522461;0;20,6246948242188;0;0,29205334186554;0;;-1;8,67285346984863;0
20.11.2025 21:06:37;73,4542617797852;0;20,6250915527344;0;0,293817102909088;0;;-1;8,70107364654541;0
20.11.2025 21:06:41;73,3318328857422;0;20,6250915527344;0;0,293327331542969;0;;-1;8,69532775878906;0
20.11.2025 21:06:45;73,1896286010742;0;20,62548828125;0;0,292758584022522;0;;-1;8,68413639068604;0
20.11.2025 21:06:50;74,3465576171875;0;20,6256408691406;0;0,297530978918076;0;;-1;8,75817775726318;0
20.11.2025 21:06:54;74,2878799438477;0;20,6260070800781;0;0,296664625406265;0;;-1;8,75442504882813;0
20.11.2025 21:06:58;73,8688812255859;0;20,6263732910156;0;0,295475572347641;0;;-1;8,72760963439941;0
20.11.2025 21:07:02;74,1238403320313;0;20,6263732910156;0;0,297123819589615;0;;-1;8,74392604827881;0
20.11.2025 21:07:06;74,1214218139648;0;20,6263732910156;0;0,296787917613983;0;;-1;8,74377059936523;0
20.11.2025 21:07:10;73,6284484863281;0;20,6268005371094;0;0,294513881206512;0;;-1;8,7122220993042;0
