time,V_ai0,V_ai1,V_ai2
0,-3.03039560564652,-1.0689417774366,-6.3946126834255
0.0025,-3.03039560564652,-0.0956644515310163,-6.38951956390325
0.005,-3.02530114779331,-0.0956644515310163,-6.39970580294775
0.0075,-3.02530114779331,-0.849826986787702,-6.384426444381
0.01,-3.0202066899401,-0.849826986787702,-6.3946126834255
0.0125,-3.0202066899401,-0.849826986787702,-6.384426444381
0.015,-3.0202066899401,-0.0956644515310163,-6.3946126834255
0.0175,-3.01511223208689,-0.839635601176125,-6.38951956390325
0.02,-3.0202066899401,-0.829444215564548,-6.36914708581425
0.0225,-3.0202066899401,-0.910975300457164,-6.38951956390325
0.025,-3.03039560564652,-0.870209758010855,-6.38951956390325
0.0275,-3.03039560564652,-0.849826986787702,-6.3946126834255
0.03,-3.03549006349973,-0.890592529234009,-6.384426444381
0.0325,-3.04567897920615,-0.870209758010855,-6.364053966292
0.035,-3.04058452135294,-0.885496836428221,-6.38951956390325
0.0375,-3.04567897920615,-0.860018372399278,-6.38951956390325
0.04,-3.05586789491257,-0.860018372399278,-6.38951956390325
0.0425,-3.05586789491257,-0.951740842903471,-6.38951956390325
0.045,-3.05586789491257,-0.910975300457164,-6.3946126834255
0.0475,-3.06096235276578,-0.865114065205066,-6.3946126834255
0.05,-3.06096235276578,-0.900783914845587,-6.39970580294775
0.0525,-3.06605681061899,-0.829444215564548,-6.364053966292
0.055,-3.05077343705936,-0.834539908370337,-6.39970580294775
0.0575,-3.0711512684722,-0.829444215564548,-6.38951956390325
0.06,-3.06605681061899,-0.834539908370337,-6.39970580294775
0.0625,-3.07624572632541,-0.829444215564548,-6.364053966292
0.065,-3.06605681061899,-0.910975300457164,-6.39970580294775
0.0675,-3.07624572632541,-0.788678673118241,-6.38951956390325
0.07,-3.0711512684722,-0.773391594700875,-6.3946126834255
0.0725,-3.07624572632541,-0.75810451628351,-6.38951956390325
0.075,-3.0711512684722,-0.742817437866146,-6.3946126834255
0.0775,-3.07624572632541,-0.742817437866146,-6.3946126834255
0.08,-3.0711512684722,-0.707147588225626,-6.3946126834255
0.0825,-3.07624572632541,-0.707147588225626,-6.43026452008125
0.085,-3.07624572632541,-0.691860509808262,-6.43026452008125
0.0875,-3.07624572632541,-0.656190660167741,-6.39970580294775
0.09,-3.07624572632541,-0.584850960886705,-6.42007828103675
0.0925,-3.10681247344468,-0.584850960886705,-6.43026452008125
0.095,-8.53241008711396,-0.69695620261405,-6.3946126834255
0.0975,-3.0711512684722,-0.702051895419837,-6.39970580294775
0.1,-3.06605681061899,-0.625616503333012,-6.38951956390325
