Datetime,Ocean pts,River pts,Side
2022-07-14 21:40:00,0.20005942857142858,0.09991085714285715,before
2022-07-14 22:00:00,0.2488274285714286,0.10600685714285715,before
2022-07-14 22:35:00,0.29803085714285715,0.11689257142857143,before
2022-07-14 23:00:00,0.3481051428571429,0.12429485714285715,before
2022-07-14 23:25:00,0.40514628571428574,0.13300342857142858,before
2022-07-15 02:10:00,0.39948571428571433,0.18481942857142858,after
2022-07-15 02:40:00,0.3485405714285714,0.19135085714285716,after
2022-07-15 03:05:00,0.30412685714285714,0.1952697142857143,after
2022-07-15 03:35:00,0.24969828571428573,0.19875314285714285,after
